Category,Sub-Category,Name,URL,Description,Type
MCP Directory,Platform,Docker Hub MCP,https://hub.docker.com/mcp,Containerized MCP servers ready for deployment.,Website
MCP Directory,List,Playbooks MCP,https://playbooks.com/mcp/,MCPs for Playbooks.,Website
MCP Directory,Registry,ToolSDK Registry,https://github.com/toolsdk-ai/toolsdk-mcp-registry,SDK-compatible tools.,Repo
MCP Directory,Official,Official MCP,https://github.com/mcp,Official Model Context Protocol org.,Repo
MCP Directory,Discovery,Enact Tools,https://enact.tools/,Agent tool discovery.,Website
MCP Directory,List,Awesome AI Apps,https://github.com/Arindam200/awesome-ai-apps,Apps with MCP support.,Repo
MCP Directory,Manager,MCP Manager,https://mcpmanager.ai/,GUI for managing MCPs.,Website
MCP Directory,Assistant,MCP SuperAssistant,https://mcpsuperassistant.ai/,Assistant for finding MCPs.,Website
MCP Directory,Community,Social MCP,https://social-mcp.org/,Community-driven list.,Website
MCP Directory,Aggregator,MCP Total,https://go.mcptotal.io/,Resource aggregator.,Website
MCP Server,Google,Gemini Workspace,https://github.com/gemini-cli-extensions/workspace,Manage Google Drive/Docs via MCP.,Repo
MCP Server,Google,Gemini Firebase,https://github.com/gemini-cli-extensions/firebase/,Manage Firebase projects via MCP.,Repo
MCP Server,Google,Cloud Run MCP,https://github.com/GoogleCloudPlatform/cloud-run-mcp,Deploy/Manage Cloud Run services.,Repo
MCP Server,Google,GCloud MCP,https://github.com/gemini-cli-extensions/gcloud,Wrapper for the `gcloud` CLI.,Repo
MCP Server,Google,Gemini Vertex,https://github.com/gemini-cli-extensions/vertex,Vertex AI integration.,Repo
MCP Server,Google,Data Commons,https://github.com/gemini-cli-extensions/datacommons,Access Data Commons.,Repo
MCP Server,Utility,MCP Toolbox,https://github.com/gemini-cli-extensions/mcp-toolbox,Collection of basic utils (Time, Calc, etc.).,Repo
MCP Server,Utility,Conductor,https://github.com/gemini-cli-extensions/conductor,Orchestration MCP for managing agent workflows.,Repo
MCP Server,Utility,Wot MCP,https://github.com/macc-n/wot-mcp,Web of Things integration.,Repo
MCP Server,Utility,Resterm,https://github.com/unkn0wn-root/resterm,Terminal interface exposed as a RESTful MCP.,Repo
MCP Server,Utility,Memora,https://github.com/agentic-mcp-tools/memora,Simple memory management MCP.,Repo
MCP Server,Utility,TimeSeal,https://github.com/Teycir/Timeseal,Timestamp verification tool.,Repo
MCP Server,Browser,Puppeteer MCP,https://github.com/puppeteer/puppeteer,Headless browser automation via MCP.,Repo
MCP Server,Browser,Chrome DevTools,https://github.com/ChromeDevTools/chrome-devtools-mcp,Direct control of Chrome DevTools Protocol.,Repo
MCP Server,Browser,Hyperbrowser,https://github.com/hyperbrowserai/mcp,Managed headless browser service.,Repo
MCP Server,Browser,Browser Tools,https://github.com/AgentDeskAI/browser-tools-mcp,Collection of browser automation tools.,Repo
MCP Server,Browser,MCP Chrome,https://github.com/hangwin/mcp-chrome,Chrome extension acting as MCP.,Repo
MCP Server,TUI,MCP TUI Driver,https://github.com/michaellee8/mcp-tui-driver,Headless TUI automation. "Playwright for TUIs".,Repo
MCP Server,Experimental,Nanobanana,https://github.com/gemini-cli-extensions/nanobanana,Experimental features.,Repo
MCP Server,Integration,Gemini Jules,https://github.com/gemini-cli-extensions/jules,Integration with Jules agent.,Repo
MCP Server,Bridge,ChatGPT Bridge,https://github.com/smonux/chgpt-mcp-bridge,Bridge to ChatGPT.,Repo
MCP Server,Dev,Combined Auto,https://github.com/process-failed-successfully/combined-autonomous-coding,Autonomous coding tools.,Repo
MCP Server,Console,Agent Console,https://github.com/eqtylab/agent-console,Management console.,Repo
MCP Server,Memory,Papr Memory,https://github.com/Papr-ai/memory-opensource,Open source memory server.,Repo
MCP Server,Dev,ADK JS,https://github.com/google/adk-js,Agent Development Kit (JS).,Repo
MCP Server,Infra,Inframind,https://github.com/saikiranrallabandi/inframind,Infrastructure management.,Repo
MCP Server,Chat,Tether Chat,https://github.com/EJ-Tether/Tether-Chat,Chat interface.,Repo
MCP Server,Profile,Andrew6rant,https://github.com/Andrew6rant/Andrew6rant,Developer profile/repo.,Repo
MCP Server,Profile,MZaFaRM,https://github.com/MZaFaRM/MZaFaRM,Developer profile/repo.,Repo
MCP Server,Profile,Bilgecan,https://github.com/mokszr/bilgecan,Developer profile/repo.,Repo
MCP Server,List,Awesome LLM Svcs,https://github.com/av/awesome-llm-services,List of LLM services.,Repo
MCP Server,Integration,Claude Matrix,https://github.com/ojowwalker77/Claude-Matrix,Matrix protocol integration.,Repo
MCP Server,Notes,Obsidian Notes,https://github.com/digit1024/mcp_obsidian_notes,Obsidian vault access.,Repo
MCP Server,Utility,Limitline,https://github.com/tylergraydev/claude-limitline,Token limit manager.,Repo
MCP Server,Abante,AbanteAI Repos,https://github.com/orgs/AbanteAI/repositories?type=all,Organization repositories.,Repo
MCP Server,Abante,Spice,https://github.com/AbanteAI/spice,Context enhancer.,Repo
MCP Server,Abante,Party,https://github.com/AbanteAI/party,Collaboration tool.,Repo
MCP Server,Abante,Repo Visualizer,https://github.com/AbanteAI/repo-visualizer,Codebase visualization.,Repo
MCP Server,Abante,Tiktoken,https://github.com/AbanteAI/tiktoken,Token counting.,Repo
MCP Server,Abante,GPT Generals,https://github.com/AbanteAI/gpt-generals,General purpose tools.,Repo
MCP Server,Abante,LoCoDiff,https://github.com/AbanteAI/LoCoDiff-bench,Diff benchmarking.,Repo
MCP Server,Abante,QA Party,https://github.com/AbanteAI/qa-party,QA automation.,Repo
MCP Server,Abante,Mentat Test,https://github.com/AbanteAI/mentat-template-js-test-1,Mentat testing.,Repo
MCP Server,Abante,Mentat Template,https://github.com/AbanteAI/mentat-template-js,Mentat JS template.,Repo
MCP Server,Abante,Websocket Demo,https://github.com/AbanteAI/websocket-demo,Websocket example.,Repo
MCP Server,Abante,VSCode Abante,https://github.com/AbanteAI/vscode,VSCode extension.,Repo
MCP Server,Abante,Experiments,https://github.com/AbanteAI/experiments,Experimental code.,Repo
MCP Server,WebUI,MCPO,https://github.com/open-webui/mcpo,Orchestrator for Open WebUI.,Repo
MCP Server,Orch,Maestro Repo,https://github.com/pedramamini/Maestro/tree/main?tab=readme-ov-file,Orchestration tool.,Repo
Finance,Data,Octagon MCP,https://github.com/OctagonAI/octagon-mcp-server,Comprehensive financial data (Stocks, SEC).,Repo
Finance,Data,AlphaVantage MCP,https://mcp.alphavantage.co/,Official real-time market data.,Website
Finance,Data,Financial Datasets,https://github.com/financial-datasets/mcp-server,Aggregated datasets for analysis.,Repo
Finance,Crypto,CoinGecko MCP,https://github.com/coingecko/coingecko-typescript,Official Crypto price feeds.,Repo
Finance,Crypto,CoinStats MCP,https://github.com/CoinStatsHQ/coinstats-mcp,Portfolio tracking.,Repo
Finance,Crypto,Binance MCP,https://github.com/ethancod1ng/binance-mcp-server,Exchange data and trading.,Repo
Finance,Crypto,Uniswap Trader,https://github.com/kukapay/uniswap-trader-mcp,DEX trading via MCP.,Repo
Finance,Agent,Trade Agent,https://github.com/Trade-Agent/trade-agent-mcp,Autonomous trading logic.,Repo
Finance,Agent,Hedge Fund,https://github.com/virattt/ai-hedge-fund,AI-driven hedge fund simulation.,Repo
Finance,Analysis,Korea Stock MCP,https://github.com/Mrbaeksang/korea-stock-analyzer-mcp,Regional market analyzer.,Repo
Finance,Data,Octagon SEC,https://github.com/OctagonAI/octagon-sec-filings-mcp,SEC filings access.,Repo
Finance,Data,Octagon Stock,https://github.com/OctagonAI/octagon-stock-market-data-mcp,Stock market data.,Repo
Finance,Data,Octagon Fin,https://github.com/OctagonAI/octagon-financials-mcp,Financial statements.,Repo
Finance,Data,Octagon Trn,https://github.com/OctagonAI/octagon-transcripts-mcp,Earnings transcripts.,Repo
Finance,Data,Octagon Fund,https://github.com/OctagonAI/octagon-funding-data-mcp,Funding data.,Repo
Finance,Data,Octagon Inv,https://github.com/OctagonAI/octagon-investors-mcp,Investor data.,Repo
Finance,Data,Finmap,https://github.com/finmap-org/mcp-server,Financial mapping.,Repo
Finance,Data,Octagon Priv,https://github.com/OctagonAI/octagon-private-companies-mcp,Private company data.,Repo
Finance,Data,TAM,https://github.com/gvaibhav/TAM-MCP-Server,Total Addressable Market.,Repo
Finance,Data,Octagon 13F,https://github.com/OctagonAI/octagon-13f-holdings-mcp,13F holdings.,Repo
Finance,Crypto,Upbit,https://github.com/solangii/upbit-mcp-server,Upbit exchange.,Repo
Finance,Data,Octagon VC,https://github.com/OctagonAI/octagon-vc-agents,VC agents.,Repo
Finance,Social,Audiense,https://github.com/AudienseCo/mcp-audiense-insights,Audience insights.,Repo
Finance,Trading,PaperInvest,https://github.com/paperinvest/mcp-server,Paper trading.,Repo
Finance,Prediction,Polymarket,https://github.com/ozgureyilmaz/polymarket-mcp,Prediction markets.,Repo
Finance,Data,Token Metrics,https://github.com/token-metrics/mcp,Crypto token metrics.,Repo
Finance,Data,TwelveData,https://github.com/twelvedata/mcp,Financial data.,Repo
Finance,Crypto,Binance AA,https://github.com/AnalyticAce/BinanceMCPServer,Alternative Binance MCP.,Repo
Finance,Crypto,Bybit,https://github.com/ethancod1ng/bybit-mcp-server,Bybit exchange.,Repo
Finance,Crypto,CoinAPI,https://github.com/longmans/coin_api_mcp,CoinAPI access.,Repo
Finance,Crypto,CMC,https://github.com/shinzo-labs/coinmarketcap-mcp,CoinMarketCap.,Repo
Finance,Data,Dappier,https://github.com/DappierAI/dappier-mcp,Real-time data.,Repo
Finance,Crypto,OKX,https://github.com/memetus/okx-mcp-playground,OKX exchange.,Repo
Finance,Crypto,Armor,https://github.com/armorwallet/armor-crypto-mcp,Wallet integration.,Repo
Finance,Crypto,Hive,https://github.com/hive-intel/hive-crypto-mcp,Intelligence.,Repo
Finance,Crypto,FearGreed,https://github.com/kukapay/crypto-feargreed-mcp,Fear & Greed Index.,Repo
Finance,Crypto,Indicators,https://github.com/kukapay/crypto-indicators-mcp,Technical indicators.,Repo
Finance,Crypto,Sentiment,https://github.com/kukapay/crypto-sentiment-mcp,Market sentiment.,Repo
Finance,Crypto,CryptoPanic,https://github.com/kukapay/cryptopanic-mcp-server,News aggregator.,Repo
Finance,Crypto,Freqtrade,https://github.com/kukapay/freqtrade-mcp,Trading bot.,Repo
Finance,List,Awesome Crypto,https://github.com/badkk/awesome-crypto-mcp-servers,List of crypto MCPs.,Repo
Finance,Crypto,PoolSpy,https://github.com/kukapay/uniswap-poolspy-mcp,Uniswap pool spy.,Repo
Finance,Tool,Nof1,https://nof1.ai/,Financial tool.,Website
Finance,Agent,Upsonic,https://github.com/Upsonic/Upsonic,Financial agent framework.,Repo
Finance,Web3,ProofQR,https://www.proofqr.xyz/,Proof verification.,Website
Memory,User,Mem0,https://github.com/mem0ai/mem0,User preference layer (Personalization).,Repo
Memory,LongTerm,Letta (MemGPT),https://github.com/letta-ai/letta,OS-level memory management (Paging).,Repo
Memory,LongTerm,Zep,https://github.com/getzep/zep,Vector memory with session scoping.,Repo
Memory,LongTerm,Supermemory,https://github.com/supermemoryai/supermemory,Second brain/Bookmark manager.,Repo
Memory,LongTerm,MemoryOS,https://github.com/BAI-LAB/MemoryOS,Operating system for AI memory.,Repo
Memory,Context,Context Portal,https://github.com/GreatScottyMac/context-portal,Moves context between sessions.,Repo
Memory,Context,Beads,https://github.com/steveyegge/beads,Steve Yegge's context management system.,Repo
Memory,Vector,Qdrant MCP,https://github.com/qdrant/mcp-server-qdrant/,Vector DB interface.,Repo
Memory,Vector,Chroma Repo,https://github.com/chroma-core/chroma,Local vector database.,Repo
Memory,Vector,PGVector,https://github.com/pgvector/pgvector,Postgres vector extension.,Repo
Memory,Service,Context Pack,https://www.context-pack.com/process?pack_id=00c9a2b8-dde7-498b-abef-ddd6b86d2b4b,Context packaging service.,Website
Memory,Graph,Cognee,https://github.com/topoteretes/cognee,Graph-based memory.,Repo
Memory,Lib,LangMem,https://github.com/langchain-ai/langmem,LangChain memory lib.,Repo
Memory,Core,Core,https://github.com/redplanethq/core,Core memory module.,Repo
Memory,Embeddings,TxtAI,https://github.com/neuml/txtai,Semantic search database.,Repo
Memory,Integration,MemAI,https://github.com/KraftyUX/memai,Memory integration tool.,Repo
Memory,Secure,Cipher,https://github.com/campfirein/cipher,Secure memory storage.,Repo
Memory,App,Supermemory App,https://app.supermemory.ai/,Supermemory application.,Website
Memory,Repo,MemMachine,https://github.com/MemMachine/MemMachine,Memory machine.,Repo
Memory,MCP,Supermemory MCP,https://github.com/supermemoryai/supermemory-mcp,MCP for Supermemory.,Repo
Memory,API,LT Memory API,https://github.com/jakops88-hub/Long-Term-Memory-API,Long-term memory API.,Repo
Memory,Retrieval,Mimir,https://github.com/orneryd/Mimir,Knowledge retrieval.,Repo
Memory,Docs,Pieces MCP,https://docs.pieces.app/products/mcp/get-started,Pieces MCP docs.,Documentation
Memory,CLI,Pieces CLI,https://github.com/pieces-app/cli-agent,Pieces CLI agent.,Repo
Memory,List,Awesome Pieces,https://github.com/pieces-app/awesome-pieces,Pieces resources.,Repo
Memory,Web,Letta Site,https://www.letta.com/,Letta website.,Website
Memory,Visual,Beads Viewer,https://github.com/Dicklesworthstone/beads_viewer,Visualizer for Beads.,Repo
Memory,Impl,Sem Mem,https://github.com/DrDavidL/sem-mem,Semantic memory implementation.,Repo
Memory,Web,Jean Dashboard,https://jeanmemory.com/dashboard,Jean Memory dashboard.,Website
Memory,Docs,Jean Docs,https://docs.jeanmemory.com/introduction,Jean Memory docs.,Documentation
Memory,Repo,Jean Repo,https://github.com/jean-technologies/jean-memory,Jean Memory repo.,Repo
Memory,MCP,MCP Automem,https://github.com/verygoodplugins/mcp-automem,Automated memory MCP.,Repo
Memory,Tool,Automem,https://github.com/verygoodplugins/automem,Automated memory tool.,Repo
Memory,Engine,Context Engine,https://github.com/zeddy89/Context-Engine,Context engine.,Repo
Memory,Core,Roampal,https://github.com/roampal-ai/roampal-core,Roampal core.,Repo
Memory,Lab,Memori,https://github.com/MemoriLabs/Memori,Memory labs.,Repo
Memory,Analysis,Hindsight,https://github.com/vectorize-io/hindsight,Retrospective analysis.,Repo
Memory,Personal,LifeContext,https://github.com/LifeContext/lifecontext,Personal context manager.,Repo
Memory,Sync,Memvault Action,https://github.com/marketplace/actions/memvault-sync,GitHub Action for sync.,Repo
Memory,Sync,Memvault Sync,https://github.com/jakops88-hub/memvault-sync,Sync tool.,Repo
Memory,Web,RecallBricks Site,https://recallbricks.com/,RecallBricks website.,Website
Memory,Repo,RecallBricks Repo,https://github.com/recallbricks,RecallBricks repo.,Repo
Memory,Plugin,Opencode Memory,https://github.com/cnicolov/opencode-plugin-simple-memory,Opencode memory plugin.,Repo
Memory,Repo,OpenMemory,https://github.com/CaviraOSS/OpenMemory,Open source memory.,Repo
Memory,Web,Mem0 Site,https://mem0.ai/,Mem0 website.,Website
Memory,Web,Qdrant Site,https://qdrant.tech/,Qdrant website.,Website
Memory,Web,TryChroma,https://www.trychroma.com/,Chroma website.,Website
Memory,MCP,Doobidoo,https://github.com/doobidoo/mcp-memory-service,Memory service.,Repo
Memory,Org,CampfireIn,https://github.com/campfirein,CampfireIn org.,Repo
Memory,Core,RedPlanet Core,https://github.com/RedPlanetHQ/core,RedPlanet core.,Repo
Memory,Web,HeySol Login,https://core.heysol.ai/login?redirectTo=%2F,HeySol login.,Website
Code Indexing,Search,Chunkhound,https://chunkhound.github.io/,High-performance code chunking strategy.,Website
Code Indexing,Search,Brokk,https://github.com/BrokkAi/brokk,Codebase understanding tool.,Repo
Code Indexing,Search,Octocode,https://github.com/Muvon/octocode,Codebase visualization.,Repo
Code Indexing,Search,Code To Tree,https://github.com/micl2e2/code-to-tree,Converts code to AST Tree for LLMs.,Repo
Code Indexing,Search,DeepContext,https://github.com/Wildcard-Official/deepcontext-mcp,Deep retrieval MCP.,Repo
Code Indexing,Search,Serena,https://github.com/oraios/serena,Semantic search.,Repo
Code Indexing,Docs,Chunkhound HowTo,https://chunkhound.github.io/how-to/,Usage guide.,Documentation
Code Indexing,Web,Brokk Login,https://brokk.ai/login,Brokk service.,Website
Code Indexing,Analysis,Probe,https://github.com/probelabs/probe,Deep code analysis.,Repo
Code Indexing,Web,Wildcard AI,https://wild-card.ai/deepcontext,DeepContext site.,Website
Code Indexing,Context,CodeWeaver,https://github.com/tesserato/CodeWeaver,Context weaver.,Repo
Code Indexing,Context,Codebase Context,https://github.com/PatrickSys/codebase-context,Context generator.,Repo
Sandboxing,Execution,Piston MCP,https://github.com/alvii147/piston-mcp,Safe code execution engine.,Repo
Sandboxing,Execution,Code Sandbox,https://github.com/Automata-Labs-team/code-sandbox-mcp,Secure agent sandbox.,Repo
Sandboxing,Execution,E2B Interpreter,https://github.com/e2b-dev/code-interpreter,Cloud-based code interpreter.,Repo
Sandboxing,Execution,MicroSandbox,https://github.com/zerocore-ai/microsandbox,Lightweight local sandbox.,Repo
Sandboxing,Execution,Blaxel,https://blaxel.ai/,AI Sandbox platform.,Website
Sandboxing,Engine,Piston,https://github.com/engineer-man/piston,Code execution engine.,Repo
Sandboxing,Interpreter,Open Interp,https://github.com/OpenInterpreter/open-interpreter,Open Interpreter.,Repo
Sandboxing,Env,Terrarium,https://github.com/cohere-ai/cohere-terrarium,Cohere's sandbox.,Repo
